Date,Medias,ticker
2022-08-08 00:00:00-03:00,14.497000026702882,AMER3.SA
2022-08-09 00:00:00-03:00,14.377999973297118,AMER3.SA
2022-08-10 00:00:00-03:00,14.297999954223632,AMER3.SA
2022-08-11 00:00:00-03:00,14.116999912261964,AMER3.SA
2022-08-12 00:00:00-03:00,14.01299991607666,AMER3.SA
2022-08-15 00:00:00-03:00,14.156999874114991,AMER3.SA
2022-08-16 00:00:00-03:00,14.297999858856201,AMER3.SA
2022-08-17 00:00:00-03:00,14.2479998588562,AMER3.SA
2022-08-18 00:00:00-03:00,14.102999877929687,AMER3.SA
2022-08-19 00:00:00-03:00,14.015999889373779,AMER3.SA
2022-08-22 00:00:00-03:00,14.18799991607666,AMER3.SA
2022-08-23 00:00:00-03:00,14.675999927520753,AMER3.SA
2022-08-24 00:00:00-03:00,15.05299997329712,AMER3.SA
2022-08-25 00:00:00-03:00,15.604000091552734,AMER3.SA
2022-08-26 00:00:00-03:00,16.11800012588501,AMER3.SA
2022-08-29 00:00:00-03:00,16.336000156402587,AMER3.SA
2022-08-30 00:00:00-03:00,16.523000240325928,AMER3.SA
2022-08-31 00:00:00-03:00,16.7330002784729,AMER3.SA
2022-09-01 00:00:00-03:00,16.988000297546385,AMER3.SA
2022-09-02 00:00:00-03:00,17.236000347137452,AMER3.SA
2022-09-05 00:00:00-03:00,17.185000324249266,AMER3.SA
2022-09-06 00:00:00-03:00,16.799000358581544,AMER3.SA
2022-09-08 00:00:00-03:00,16.471000289916994,AMER3.SA
2022-09-09 00:00:00-03:00,16.248000144958496,AMER3.SA
2022-09-12 00:00:00-03:00,16.167000198364256,AMER3.SA
2022-09-13 00:00:00-03:00,16.12200012207031,AMER3.SA
2022-09-14 00:00:00-03:00,16.092000007629395,AMER3.SA
2022-09-15 00:00:00-03:00,16.070000076293944,AMER3.SA
2022-09-16 00:00:00-03:00,16.10300006866455,AMER3.SA
2022-09-19 00:00:00-03:00,16.29400005340576,AMER3.SA
2022-09-20 00:00:00-03:00,16.488000011444093,AMER3.SA
2022-09-21 00:00:00-03:00,16.775,AMER3.SA
2022-09-22 00:00:00-03:00,16.98400001525879,AMER3.SA
2022-09-23 00:00:00-03:00,17.081000137329102,AMER3.SA
2022-09-26 00:00:00-03:00,17.1,AMER3.SA
2022-09-27 00:00:00-03:00,17.09300003051758,AMER3.SA
2022-09-28 00:00:00-03:00,17.132999992370607,AMER3.SA
2022-09-29 00:00:00-03:00,17.107999897003175,AMER3.SA
2022-09-30 00:00:00-03:00,17.154999828338624,AMER3.SA
2022-10-03 00:00:00-03:00,17.23599977493286,AMER3.SA
2022-10-04 00:00:00-03:00,17.429999828338623,AMER3.SA
2022-10-05 00:00:00-03:00,17.66599988937378,AMER3.SA
2022-10-06 00:00:00-03:00,18.023999881744384,AMER3.SA
2022-10-07 00:00:00-03:00,18.380999851226807,AMER3.SA
2022-10-10 00:00:00-03:00,18.70099992752075,AMER3.SA
2022-10-11 00:00:00-03:00,19.057999897003175,AMER3.SA
2022-10-13 00:00:00-03:00,19.248999881744385,AMER3.SA
2022-10-14 00:00:00-03:00,19.40599994659424,AMER3.SA
2022-10-17 00:00:00-03:00,19.47299995422363,AMER3.SA
2022-10-18 00:00:00-03:00,19.411000061035157,AMER3.SA
2022-10-19 00:00:00-03:00,19.119000053405763,AMER3.SA
2022-10-20 00:00:00-03:00,18.55900001525879,AMER3.SA
2022-10-21 00:00:00-03:00,17.930000019073486,AMER3.SA
2022-10-24 00:00:00-03:00,17.28400001525879,AMER3.SA
2022-10-25 00:00:00-03:00,16.682999992370604,AMER3.SA
2022-10-26 00:00:00-03:00,16.008000087738036,AMER3.SA
2022-10-27 00:00:00-03:00,15.54900016784668,AMER3.SA
2022-10-28 00:00:00-03:00,15.321000099182129,AMER3.SA
2022-10-31 00:00:00-03:00,15.110000133514404,AMER3.SA
2022-11-01 00:00:00-03:00,14.939000034332276,AMER3.SA
2022-11-03 00:00:00-03:00,14.950000095367432,AMER3.SA
2022-11-04 00:00:00-03:00,15.190000057220459,AMER3.SA
2022-11-07 00:00:00-03:00,15.254000091552731,AMER3.SA
2022-11-08 00:00:00-03:00,15.30700006484985,AMER3.SA
2022-11-09 00:00:00-03:00,15.22900009155273,AMER3.SA
2022-11-10 00:00:00-03:00,15.112000083923338,AMER3.SA
2022-11-11 00:00:00-03:00,14.887000083923336,AMER3.SA
2022-11-14 00:00:00-03:00,14.62500009536743,AMER3.SA
2022-11-16 00:00:00-03:00,14.193000125885007,AMER3.SA
