Date,Compras,Superior,Inferior,ticker
2022-04-26 00:00:00-03:00,13.609999656677246,14.912560430489986,13.881439432180912,B3SA3.SA
2022-04-27 00:00:00-03:00,13.510000228881836,14.857703849363643,13.662296036195437,B3SA3.SA
2022-05-02 00:00:00-03:00,12.800000190734863,14.849917196728684,12.956082749865553,B3SA3.SA
2022-05-03 00:00:00-03:00,12.550000190734863,14.7840117300059,12.627988163182575,B3SA3.SA
2022-05-05 00:00:00-03:00,12.119999885559082,14.33540674585414,12.18459313970494,B3SA3.SA
2022-05-06 00:00:00-03:00,11.770000457763672,14.115146408931299,11.886853636845068,B3SA3.SA
2022-06-07 00:00:00-03:00,11.890000343322754,13.019903520075795,11.94409660962391,B3SA3.SA
2022-06-08 00:00:00-03:00,11.789999961853027,13.041751859221074,11.898248293366818,B3SA3.SA
2022-06-28 00:00:00-03:00,11.270000457763672,11.69535037141283,11.362649620957773,B3SA3.SA
2022-06-29 00:00:00-03:00,10.949999809265137,11.797199469417444,11.152800530582555,B3SA3.SA
2022-06-30 00:00:00-03:00,10.960000038146973,11.803700462127006,11.016299614166938,B3SA3.SA
2022-07-11 00:00:00-03:00,10.770000457763672,11.450080412301181,10.829919511404873,B3SA3.SA
2022-07-12 00:00:00-03:00,10.539999961853027,11.477612059446058,10.656387765077868,B3SA3.SA
2022-07-13 00:00:00-03:00,10.279999732971191,11.555697571880591,10.444302237384546,B3SA3.SA
2022-07-15 00:00:00-03:00,10.029999732971191,11.577288311638707,10.054711467108852,B3SA3.SA
2022-08-31 00:00:00-03:00,11.850000381469728,12.835909891480258,11.990090512877652,B3SA3.SA
2022-10-26 00:00:00-03:00,13.18000030517578,14.536560400888062,13.441439667776487,B3SA3.SA
2022-11-10 00:00:00-03:00,13.3100004196167,15.98879968095278,13.687200532670268,B3SA3.SA
2022-11-11 00:00:00-03:00,12.579999923706056,16.233545845107017,13.18245433036906,B3SA3.SA
2022-11-14 00:00:00-03:00,12.470000267028809,16.390821060000075,12.683179107846604,B3SA3.SA
2022-12-08 00:00:00-03:00,11.739999771118164,12.753265230149783,11.814734609632932,B3SA3.SA
