Date,Medias,ticker
2022-07-07 00:00:00-03:00,,PETR4.SA
2022-07-08 00:00:00-03:00,,PETR4.SA
2022-07-11 00:00:00-03:00,,PETR4.SA
2022-07-12 00:00:00-03:00,,PETR4.SA
2022-07-13 00:00:00-03:00,,PETR4.SA
2022-07-14 00:00:00-03:00,,PETR4.SA
2022-07-15 00:00:00-03:00,,PETR4.SA
2022-07-18 00:00:00-03:00,,PETR4.SA
2022-07-19 00:00:00-03:00,,PETR4.SA
2022-07-20 00:00:00-03:00,28.481999778747557,PETR4.SA
2022-07-21 00:00:00-03:00,28.535999870300294,PETR4.SA
2022-07-22 00:00:00-03:00,28.588999938964843,PETR4.SA
2022-07-25 00:00:00-03:00,28.79300003051758,PETR4.SA
2022-07-26 00:00:00-03:00,29.07100009918213,PETR4.SA
2022-07-27 00:00:00-03:00,29.381000137329103,PETR4.SA
2022-07-28 00:00:00-03:00,29.86100025177002,PETR4.SA
2022-07-29 00:00:00-03:00,30.480000495910645,PETR4.SA
2022-08-01 00:00:00-03:00,30.98800048828125,PETR4.SA
2022-08-02 00:00:00-03:00,31.453000640869142,PETR4.SA
2022-08-03 00:00:00-03:00,31.921000480651855,PETR4.SA
2022-08-04 00:00:00-03:00,32.44000034332275,PETR4.SA
2022-08-05 00:00:00-03:00,32.99400024414062,PETR4.SA
2022-08-08 00:00:00-03:00,33.5870002746582,PETR4.SA
2022-08-09 00:00:00-03:00,34.209000205993654,PETR4.SA
2022-08-10 00:00:00-03:00,34.785000228881835,PETR4.SA
2022-08-11 00:00:00-03:00,35.1810001373291,PETR4.SA
2022-08-12 00:00:00-03:00,34.93699989318848,PETR4.SA
2022-08-15 00:00:00-03:00,34.74099979400635,PETR4.SA
2022-08-16 00:00:00-03:00,34.5589994430542,PETR4.SA
2022-08-17 00:00:00-03:00,34.44999942779541,PETR4.SA
2022-08-18 00:00:00-03:00,34.370999336242676,PETR4.SA
2022-08-19 00:00:00-03:00,34.056999397277835,PETR4.SA
2022-08-22 00:00:00-03:00,33.63499927520752,PETR4.SA
2022-08-23 00:00:00-03:00,33.25599918365479,PETR4.SA
2022-08-24 00:00:00-03:00,32.908999061584474,PETR4.SA
2022-08-25 00:00:00-03:00,32.61199893951416,PETR4.SA
2022-08-26 00:00:00-03:00,32.80499897003174,PETR4.SA
2022-08-29 00:00:00-03:00,33.08099899291992,PETR4.SA
2022-08-30 00:00:00-03:00,33.12299919128418,PETR4.SA
2022-08-31 00:00:00-03:00,33.169999313354495,PETR4.SA
2022-09-01 00:00:00-03:00,33.21299934387207,PETR4.SA
2022-09-02 00:00:00-03:00,33.38199920654297,PETR4.SA
2022-09-05 00:00:00-03:00,33.474999237060544,PETR4.SA
2022-09-06 00:00:00-03:00,33.34099922180176,PETR4.SA
2022-09-08 00:00:00-03:00,33.15699920654297,PETR4.SA
2022-09-09 00:00:00-03:00,33.007999420166016,PETR4.SA
2022-09-12 00:00:00-03:00,32.791999435424806,PETR4.SA
2022-09-13 00:00:00-03:00,32.4089994430542,PETR4.SA
2022-09-14 00:00:00-03:00,32.27799949645996,PETR4.SA
2022-09-15 00:00:00-03:00,32.06099948883057,PETR4.SA
2022-09-16 00:00:00-03:00,31.753999710083008,PETR4.SA
2022-09-19 00:00:00-03:00,31.538999938964842,PETR4.SA
2022-09-20 00:00:00-03:00,31.313999938964844,PETR4.SA
2022-09-21 00:00:00-03:00,31.221000099182127,PETR4.SA
2022-09-22 00:00:00-03:00,31.235000228881837,PETR4.SA
2022-09-23 00:00:00-03:00,31.050000190734863,PETR4.SA
2022-09-26 00:00:00-03:00,30.831000328063965,PETR4.SA
2022-09-27 00:00:00-03:00,30.733000373840333,PETR4.SA
2022-09-28 00:00:00-03:00,30.54800033569336,PETR4.SA
2022-09-29 00:00:00-03:00,30.37300033569336,PETR4.SA
2022-09-30 00:00:00-03:00,30.275000190734865,PETR4.SA
2022-10-03 00:00:00-03:00,30.366000175476074,PETR4.SA
2022-10-04 00:00:00-03:00,30.394000244140624,PETR4.SA
2022-10-05 00:00:00-03:00,30.532000160217287,PETR4.SA
2022-10-06 00:00:00-03:00,30.704000091552736,PETR4.SA
2022-10-07 00:00:00-03:00,31.073000144958495,PETR4.SA
2022-10-10 00:00:00-03:00,31.46900005340576,PETR4.SA
2022-10-11 00:00:00-03:00,31.802000045776367,PETR4.SA
2022-10-13 00:00:00-03:00,32.268999862670896,PETR4.SA
2022-10-14 00:00:00-03:00,32.67999973297119,PETR4.SA
2022-10-17 00:00:00-03:00,33.03899974822998,PETR4.SA
2022-10-18 00:00:00-03:00,33.24199962615967,PETR4.SA
2022-10-19 00:00:00-03:00,33.64699935913086,PETR4.SA
2022-10-20 00:00:00-03:00,34.03899955749512,PETR4.SA
2022-10-21 00:00:00-03:00,34.44499969482422,PETR4.SA
2022-10-24 00:00:00-03:00,34.5069995880127,PETR4.SA
2022-10-25 00:00:00-03:00,34.534999465942384,PETR4.SA
2022-10-26 00:00:00-03:00,34.505999374389646,PETR4.SA
2022-10-27 00:00:00-03:00,34.407999420166014,PETR4.SA
2022-10-28 00:00:00-03:00,34.32299957275391,PETR4.SA
2022-10-31 00:00:00-03:00,33.9649995803833,PETR4.SA
2022-11-01 00:00:00-03:00,33.52999973297119,PETR4.SA
2022-11-03 00:00:00-03:00,32.98299999237061,PETR4.SA
2022-11-04 00:00:00-03:00,32.165999794006346,PETR4.SA
